	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significance	ID	GeneName
ENSG00000005206_SPPL2B	934.289749287663	0.342137697613326	0.118621337277167	2.88428461073489	0.00392304021225302	0.0202784725362653	Non Significant	ENSG00000005206	SPPL2B
ENSG00000005238_ATOSB	2060.41007009699	0.307501201715778	0.157998202965875	1.9462322731746	0.0516268448531938	0.135828752618468	Non Significant	ENSG00000005238	ATOSB
ENSG00000005243_COPZ2	32.2873352280189	-0.542515931559981	0.285772976401571	-1.89841579281322	0.0576413308356427	0.146219430514407	Non Significant	ENSG00000005243	COPZ2
ENSG00000005249_PRKAR2B	927.735689550831	0.583580512076956	0.196996097356943	2.96239631092564	0.00305254603352236	0.0167670911297815	Non Significant	ENSG00000005249	PRKAR2B
ENSG00000005302_MSL3	2068.67255038095	0.203369060040919	0.117422798965149	1.73193844664935	0.0832845224617245	0.190943026893658	Non Significant	ENSG00000005302	MSL3
ENSG00000005339_CREBBP	4300.26703390461	-0.0628290413288729	0.171028843964857	-0.367359328826329	0.713351004837357	0.814303605747855	Non Significant	ENSG00000005339	CREBBP
ENSG00000005379_TSPOAP1	790.625089273273	-0.278591381871505	0.195616677912486	-1.42416988594469	0.154397299939948	0.296499002339813	Non Significant	ENSG00000005379	TSPOAP1
ENSG00000005381_MPO	444.238613073634	1.97351722578253	0.4439034064676	4.44582581937582	8.75548691247645e-06	0.000220446565088807	Up regulated in COVID compared to HC	ENSG00000005381	MPO
ENSG00000005421_PON1	0.431150341730016	-0.171996936448574	1.66567037287947	-0.103259888180181	0.917756709983901	NA	Non Significant	ENSG00000005421	PON1
ENSG00000005436_GCFC2	143.846424022002	-0.238219088030653	0.178289396878171	-1.33613715791205	0.181504446694832	0.332122315535051	Non Significant	ENSG00000005436	GCFC2
ENSG00000005448_WDR54	196.754374588779	-0.243659811770219	0.174298813329195	-1.39794303309468	0.162130174686798	0.30679895146124	Non Significant	ENSG00000005448	WDR54
ENSG00000005469_CROT	137.355807177422	-0.528391649337469	0.136504295026107	-3.87087929531017	0.00010844348189809	0.00145898725012899	Non Significant	ENSG00000005469	CROT
ENSG00000005471_ABCB4	42.813188053065	-0.433357101911699	0.306087420408504	-1.41579520430255	0.156835474107736	0.299835957881651	Non Significant	ENSG00000005471	ABCB4
ENSG00000005483_KMT2E	2139.8573151506	-0.400937793479528	0.191167133194895	-2.09731551014458	0.0359656547588436	0.104269948105178	Non Significant	ENSG00000005483	KMT2E
ENSG00000005486_RHBDD2	793.323719908589	0.013281960428323	0.114506788757047	0.115992777131353	0.907658266170496	0.94347721420812	Non Significant	ENSG00000005486	RHBDD2
ENSG00000005513_SOX8	36.2676231353237	-0.288029183808358	0.213118967879646	-1.35149483255294	0.176536974104113	0.325506549475922	Non Significant	ENSG00000005513	SOX8
ENSG00000005700_IBTK	561.568790324941	-0.230702584361311	0.145099615227447	-1.58996000092543	0.111843821453576	0.235405196664137	Non Significant	ENSG00000005700	IBTK
ENSG00000005801_ZNF195	270.872077412605	-0.012760373618143	0.110099294673247	-0.115898777153962	0.907732764855712	0.943479908068527	Non Significant	ENSG00000005801	ZNF195
ENSG00000005810_MYCBP2	2067.69251663873	-0.601780958582384	0.174673281601874	-3.44518035651267	0.000570678476662113	0.00484228229454102	Non Significant	ENSG00000005810	MYCBP2
ENSG00000005812_FBXL3	969.849141314681	-0.31641431310811	0.127601157777247	-2.47971349649094	0.0131487987085494	0.0499654350924877	Non Significant	ENSG00000005812	FBXL3
ENSG00000005844_ITGAL	13003.2843943498	0.0469266132176825	0.0668843935767327	0.70160781474151	0.482923776750556	0.636341070288124	Non Significant	ENSG00000005844	ITGAL
ENSG00000005882_PDK2	371.896266792377	-0.215096141355869	0.104933631539991	-2.04983033751096	0.0403809900415149	0.11354574371345	Non Significant	ENSG00000005882	PDK2
ENSG00000005884_ITGA3	115.332376107216	0.00881383044172231	0.175749119095837	0.0501500689566249	0.960002800647441	0.976995122856906	Non Significant	ENSG00000005884	ITGA3
ENSG00000005889_ZFX	564.097521714422	-0.1774579471924	0.176031418157919	-1.00810383197164	0.313404618225982	0.478854909493719	Non Significant	ENSG00000005889	ZFX
ENSG00000005893_LAMP2	3015.94781277227	0.0892399869498723	0.177617565102569	0.502427712587654	0.615366689358293	0.74137492699937	Non Significant	ENSG00000005893	LAMP2
ENSG00000005961_ITGA2B	3779.89111844087	1.65866111694275	0.300493535203403	5.51978968805438	3.39405631686326e-08	4.3948751081131e-06	Up regulated in COVID compared to HC	ENSG00000005961	ITGA2B
ENSG00000005981_ASB4	0.493370492554839	-1.26471718212176	1.64868482879036	-0.767106702285654	0.443018077351813	NA	Non Significant	ENSG00000005981	ASB4
ENSG00000006007_GDE1	1288.85063535334	0.0752891143118369	0.129114352905455	0.583119634785826	0.559812766749905	0.698078410848044	Non Significant	ENSG00000006007	GDE1
ENSG00000006015_REX1BD	979.120138486867	0.332633020516557	0.161260763566218	2.06270275025685	0.0391408784608263	0.111010822050961	Non Significant	ENSG00000006015	REX1BD
ENSG00000006016_CRLF1	0.921497921980788	-0.468648087619975	1.01400058529297	-0.462177334428826	0.643954155753736	0.763753816657121	Non Significant	ENSG00000006016	CRLF1
ENSG00000006025_OSBPL7	563.748769306048	0.0236874123645383	0.136808624301472	0.173142683697635	0.862539274839364	0.91738342480396	Non Significant	ENSG00000006025	OSBPL7
ENSG00000006042_TMEM98	1.74768234819511	-0.524410894439152	0.985472680067605	-0.532141484026911	0.59462800742432	0.725820439757142	Non Significant	ENSG00000006042	TMEM98
ENSG00000006047_YBX2	2.03204034980097	-0.329775250318431	0.614033595669465	-0.537063855535276	0.591223506534461	0.723603098664774	Non Significant	ENSG00000006047	YBX2
ENSG00000006059_KRT33A	0.301828908508267	-0.688322915730582	2.56133759569935	-0.268735724992411	0.788133058148893	NA	Non Significant	ENSG00000006059	KRT33A
ENSG00000006062_MAP3K14	1044.96260423574	-0.363726997767514	0.0965252080848565	-3.76820734173147	0.000164424106360149	0.00195796835773071	Non Significant	ENSG00000006062	MAP3K14
ENSG00000006071_ABCC8	0.394063572439052	0.72767470596749	1.64684192562174	0.441860687808739	0.658590019684344	NA	Non Significant	ENSG00000006071	ABCC8
ENSG00000006116_CACNG3	0.303779244000573	-0.678710519691938	1.70046969174341	-0.399131206505708	0.689796529304222	NA	Non Significant	ENSG00000006116	CACNG3
ENSG00000006118_TMEM132A	2.26691477215378	-0.429356048469603	0.576842562793627	-0.744321026503745	0.456682283583418	0.612980601719241	Non Significant	ENSG00000006118	TMEM132A
ENSG00000006125_AP2B1	2903.04754892517	-0.293989413364441	0.0619181767131182	-4.74803085250015	2.0540670802423e-06	8.24247907277439e-05	Non Significant	ENSG00000006125	AP2B1
ENSG00000006128_TAC1	0.0772662373395077	0.191953728682958	3.00220283038064	0.0639376283109493	0.949019890500946	NA	Non Significant	ENSG00000006128	TAC1
ENSG00000006194_ZNF263	691.898802820945	-0.0667186818366093	0.0847040737169261	-0.787667923263969	0.430890972892328	0.591395653451312	Non Significant	ENSG00000006194	ZNF263
ENSG00000006210_CX3CL1	0.905732939132995	0.114617264218389	1.50839403787576	0.0759862882909578	0.939430007015935	0.963054818582167	Non Significant	ENSG00000006210	CX3CL1
ENSG00000006282_SPATA20	403.076956249435	-0.0230501753728056	0.252206084453177	-0.0913942081246061	0.927179363737234	0.955518112347983	Non Significant	ENSG00000006282	SPATA20
ENSG00000006283_CACNA1G	1.17777211111569	-1.45452924180115	1.20003887441303	-1.21206843612678	0.225486184914577	0.386057402594303	Non Significant	ENSG00000006283	CACNA1G
ENSG00000006327_TNFRSF12A	85.9818976502393	0.830808015586259	0.175056384745172	4.74594523813376	2.07534859467598e-06	8.26331950784551e-05	Non Significant	ENSG00000006327	TNFRSF12A
ENSG00000006377_DLX6	0.267494882037627	-0.689146129184604	2.62963543431328	-0.262069076265156	0.793268187344117	NA	Non Significant	ENSG00000006377	DLX6
ENSG00000006432_MAP3K9	97.0003787067975	-0.229334211773646	0.200944762573478	-1.14127986635027	0.253753477810978	0.416905745368784	Non Significant	ENSG00000006432	MAP3K9
ENSG00000006451_RALA	501.226587218767	-0.207573631871361	0.0915334410974515	-2.26773547877837	0.023345334050838	0.0763732382196698	Non Significant	ENSG00000006451	RALA
ENSG00000006453_BAIAP2L1	10.148369150813	-0.304830189085724	0.386761430446387	-0.788160775840288	0.430602669253023	0.591052603823253	Non Significant	ENSG00000006453	BAIAP2L1
ENSG00000006459_KDM7A	1558.91269698637	-0.0182083978041358	0.143872641606385	-0.126559140089687	0.899289338299642	0.9386404805161	Non Significant	ENSG00000006459	KDM7A
ENSG00000006468_ETV1	2.70446900711011	-1.35846286436375	0.542945854646443	-2.50202272056826	0.0123485999781817	0.0477130333660486	Down regulated in COVID compared to HC	ENSG00000006468	ETV1
ENSG00000006530_AGK	330.483881899204	-0.11559373015685	0.128340335467125	-0.900681221816345	0.367757835676686	0.533205168496532	Non Significant	ENSG00000006530	AGK
ENSG00000006534_ALDH3B1	1193.47900232391	0.380991457854657	0.145992864456343	2.60965807660132	0.00906327612970525	0.0375318521587284	Non Significant	ENSG00000006534	ALDH3B1
ENSG00000006555_TTC22	271.963951941173	-0.282842392516674	0.144648516381477	-1.9553770725912	0.0505385802334647	0.133874674715052	Non Significant	ENSG00000006555	TTC22
ENSG00000006576_PHTF2	347.276172887558	-0.310379138239986	0.181723132939138	-1.70797813806092	0.0876403990656212	0.197926265455395	Non Significant	ENSG00000006576	PHTF2
ENSG00000006606_CCL26	0.261596045355021	-1.19715099633988	2.59252844573468	-0.461769666716473	0.644246505631458	NA	Non Significant	ENSG00000006606	CCL26
ENSG00000006607_FARP2	213.27804632396	-0.313601937010272	0.118137279997647	-2.65455525145423	0.00794130333409565	0.0340856665947298	Non Significant	ENSG00000006607	FARP2
ENSG00000006611_USH1C	0.907650115740405	-3.18157142678047	2.55744459756824	-1.24404314752534	0.213483683271668	0.372037996492867	Non Significant	ENSG00000006611	USH1C
ENSG00000006625_GGCT	111.542146114354	0.097371030440818	0.147265627711683	0.661193191879446	0.50848842677355	0.657158279640495	Non Significant	ENSG00000006625	GGCT
ENSG00000006634_DBF4	159.692552701715	-0.362704228892916	0.168828517765869	-2.14835878258383	0.0316852644708433	0.0953962954730803	Non Significant	ENSG00000006634	DBF4
ENSG00000006638_TBXA2R	89.7971455637693	0.7003966953962	0.232224763024109	3.01602932553531	0.00256108489147375	0.0147143016751376	Non Significant	ENSG00000006638	TBXA2R
ENSG00000006652_IFRD1	1228.74349638811	0.428518082253467	0.170847669367661	2.50818804751328	0.0121352066750061	0.0471013813540064	Non Significant	ENSG00000006652	IFRD1
ENSG00000006659_LGALS14	0.792456473925074	-1.07431535192069	0.922663648925399	-1.1643629324423	0.244276962735473	0.406179315721475	Non Significant	ENSG00000006659	LGALS14
ENSG00000006695_COX10	170.883029664438	-0.108339018438594	0.101052514161549	-1.07210611569145	0.283672372272003	0.44887118344006	Non Significant	ENSG00000006695	COX10
ENSG00000006704_GTF2IRD1	6.28066521766011	-0.406778705488162	0.343023359517523	-1.18586298630016	0.235676412435303	0.397085762701821	Non Significant	ENSG00000006704	GTF2IRD1
ENSG00000006712_PAF1	1372.52841110218	0.128094298783168	0.140060229422379	0.91456582151436	0.360419608430824	0.526267956629448	Non Significant	ENSG00000006712	PAF1
ENSG00000006715_VPS41	912.013703918094	-0.349546533065921	0.0794956467412547	-4.39705251035492	1.09730805346526e-05	0.000260129535320712	Non Significant	ENSG00000006715	VPS41
ENSG00000006740_ARHGAP44	3.68963955262879	0.763540283766507	0.536613541250592	1.4228867240045	0.154768995405065	0.296990716089247	Non Significant	ENSG00000006740	ARHGAP44
ENSG00000006744_ELAC2	905.776227249185	-0.013335893568343	0.078456777873698	-0.169977584216007	0.865027765308498	0.91887583314757	Non Significant	ENSG00000006744	ELAC2
ENSG00000006747_SCIN	7.0141698869609	0.687676751452778	0.497779157591111	1.38148964448538	0.167128459675868	0.313160854850238	Non Significant	ENSG00000006747	SCIN
ENSG00000006756_ARSD	432.090233613393	0.134620961765573	0.15520486316193	0.86737592510306	0.385736068412071	0.549640010926725	Non Significant	ENSG00000006756	ARSD
ENSG00000006757_PNPLA4	60.1556278618515	-0.0263010596484468	0.158947780996227	-0.165469813316055	0.868574207775497	0.920485554856439	Non Significant	ENSG00000006757	PNPLA4
ENSG00000006788_MYH13	0.615061400643218	-1.61330712922886	1.85941690464044	-0.867641423073344	0.385590662359308	NA	Non Significant	ENSG00000006788	MYH13
ENSG00000006831_ADIPOR2	1198.24598690767	-0.036870092779503	0.0662368549570799	-0.556640148500318	0.577773317102732	0.7125177305511	Non Significant	ENSG00000006831	ADIPOR2
ENSG00000006837_CDKL3	5.85390775615979	-0.0472457950927645	0.37852933420572	-0.124814091863982	0.900670730942141	0.939063403933191	Non Significant	ENSG00000006837	CDKL3
ENSG00000007001_UPP2	0.735677191372039	0.597673148486834	0.927015959931528	0.644728002882475	0.51910346600647	NA	Non Significant	ENSG00000007001	UPP2
